StudentID,Age,Classe,HoursTotal_L1,Genre,Zone,Pretest,Final,Pretest_i,Final_i
1,12.0,T5,60,M,3,2,5,2,5
2,10.0,T5,60,M,3,3,4,3,4
3,8.0,T5,60,M,3,5,4,5,4
4,9.0,T5,60,M,3,3,5,3,5
5,9.0,T5,60,M,3,1,5,1,5
6,9.0,T5,60,M,3,4,4,4,4
7,8.0,T5,60,M,3,3,5,3,5
8,13.0,T5,60,M,3,2,5,2,5
9,12.0,T5,60,M,3,4,5,4,5
10,10.0,T5,60,M,3,4,4,4,4
11,12.0,T5,60,M,3,3,5,3,5
12,9.0,T5,60,M,3,2,5,2,5
13,9.0,T5,60,M,3,4,5,4,5
14,13.0,T5,60,M,3,3,5,3,5
15,10.0,T5,60,M,3,2,5,2,5
16,9.0,T5,60,M,3,3,5,3,5
17,9.0,T5,60,M,3,5,5,5,5
18,9.0,T5,60,M,3,3,5,3,5
19,10.0,T5,60,M,3,2,5,2,5
20,11.0,T5,60,M,3,4,5,4,5
21,13.0,T5,60,M,3,3,5,3,5
22,10.0,T5,60,M,3,2,5,2,5
23,8.0,T5,60,M,3,3,5,3,5
24,8.0,T5,60,M,3,4,5,4,5
25,11.0,T5,60,M,3,3,5,3,5
26,9.0,T5,60,M,3,2,5,2,5
27,9.0,T5,60,F,3,3,5,3,5
28,10.0,T5,60,F,3,4,5,4,5
29,9.0,T5,60,F,3,3,5,3,5
30,9.0,T5,60,F,3,5,5,5,5
31,8.0,T5,60,F,3,3,5,3,5
32,10.0,T5,60,F,3,3,5,3,5
33,8.0,T5,60,F,3,4,5,4,5
34,10.0,T5,60,F,3,2,4,2,4
35,8.0,T5,60,F,3,3,5,3,5
36,8.0,T5,60,F,3,3,4,3,4
37,9.0,T5,60,F,3,2,5,2,5
38,9.0,T5,60,F,3,4,4,4,4
39,9.0,T5,60,F,3,3,5,3,5
40,10.0,T5,60,F,3,4,5,4,5
41,8.0,T5,60,F,3,4,5,4,5
42,9.0,T5,60,F,3,2,5,2,5
43,9.0,T5,60,F,3,3,5,3,5
44,9.0,T5,60,F,3,4,5,4,5
45,10.0,T5,60,F,3,3,5,3,5
46,10.0,T5,60,F,3,2,4,2,4
47,10.0,T5,60,F,3,4,5,4,5
48,10.0,T5,60,F,3,3,5,3,5
49,9.0,T5,60,F,3,2,5,2,5
50,11.0,T5,60,F,3,4,5,4,5
51,12.0,T4,60,M,3,3,5,3,5
52,11.0,T4,60,M,3,3,5,3,5
53,11.0,T4,60,M,3,3,5,3,5
54,11.0,T4,60,M,3,4,5,4,5
55,12.0,T4,60,M,3,3,4,3,4
56,13.0,T4,60,M,3,4,5,4,5
57,12.0,T4,60,M,3,5,5,5,5
58,11.0,T4,60,M,3,5,5,5,5
59,12.0,T4,60,M,3,5,5,5,5
60,12.0,T4,60,M,3,5,5,5,5
61,13.0,T4,60,M,3,3,5,3,5
62,10.0,T4,60,M,3,5,4,5,4
63,11.0,T4,60,M,3,3,5,3,5
64,11.0,T4,60,M,3,3,5,3,5
65,12.0,T4,60,M,3,3,5,3,5
66,13.0,T4,60,M,3,5,5,5,5
67,12.0,T4,60,M,3,5,5,5,5
68,13.0,T4,60,M,3,4,5,4,5
69,11.0,T4,60,M,3,3,5,3,5
70,13.0,T4,60,M,3,5,5,5,5
71,10.0,T4,60,M,3,5,5,5,5
72,11.0,T4,60,M,3,4,4,4,4
73,10.0,T4,60,M,3,4,5,4,5
74,11.0,T4,60,M,3,5,5,5,5
75,10.0,T4,60,M,3,5,5,5,5
76,11.0,T4,60,M,3,5,5,5,5
77,13.0,T4,60,M,3,4,5,4,5
78,12.0,T4,60,M,3,2,5,2,5
79,11.0,T4,60,M,3,5,5,5,5
80,10.0,T4,60,F,3,5,5,5,5
81,11.0,T4,60,F,3,4,5,4,5
82,11.0,T4,60,F,3,5,5,5,5
83,9.0,T4,60,F,3,4,5,4,5
84,9.0,T4,60,F,3,3,5,3,5
85,12.0,T4,60,F,3,4,5,4,5
86,8.0,T4,60,F,3,5,5,5,5
87,12.0,T4,60,F,3,5,5,5,5
88,12.0,T4,60,F,3,4,5,4,5
89,10.0,T4,60,F,3,5,5,5,5
90,13.0,T4,60,F,3,3,5,3,5
91,13.0,T4,60,F,3,4,5,4,5
92,11.0,T4,60,F,3,3,5,3,5
93,13.0,T4,60,F,3,4,5,4,5
94,10.0,T4,60,F,3,5,4,5,4
95,11.0,T4,60,F,3,5,5,5,5
96,11.0,T4,60,F,3,5,5,5,5
97,10.0,T4,60,F,3,5,5,5,5
98,13.0,T4,60,F,3,5,5,5,5
99,11.0,T4,60,F,3,5,5,5,5
100,11.0,T4,60,F,3,2,5,2,5
101,9.0,T4,60,F,3,5,5,5,5
102,12.0,T4,60,F,3,5,5,5,5
103,10.0,T4,60,F,3,5,5,5,5
104,12.0,T4,60,F,3,3,5,3,5
105,11.0,T4,60,F,3,3,5,3,5
106,11.0,T4,60,F,3,5,4,5,4
107,11.0,T4,60,F,3,5,5,5,5
108,13.0,T4,60,F,3,5,5,5,5
109,10.0,T4,60,F,3,5,5,5,5
110,12.0,T4,60,F,3,5,5,5,5
111,8.0,T2,60,M,2,5,4,5,4
112,7.0,T2,60,M,2,3,2,3,2
113,7.0,T2,60,M,2,2,1,2,1
114,6.0,T2,60,M,2,5,4,5,4
115,7.0,T2,60,M,2,3,3,3,3
116,8.0,T2,60,M,2,3,3,3,3
117,9.0,T2,60,M,2,5,4,5,4
118,8.0,T2,60,M,2,2,3,2,3
119,8.0,T2,60,M,2,1,1,1,1
120,10.0,T2,60,M,2,3,3,3,3
121,10.0,T2,60,M,2,3,2,3,2
122,11.0,T2,60,M,2,3,3,3,3
123,8.0,T2,60,M,2,4,4,4,4
124,9.0,T2,60,M,2,3,3,3,3
125,7.0,T2,60,M,2,1,1,1,1
126,11.0,T2,60,M,2,2,1,2,1
127,7.0,T2,60,F,2,2,2,2,2
128,8.0,T2,60,F,2,3,3,3,3
129,10.0,T2,60,F,2,4,3,4,3
130,7.0,T2,60,F,2,4,3,4,3
131,7.0,T2,60,F,2,5,3,5,3
132,7.0,T2,60,F,2,2,2,2,2
133,8.0,T2,60,F,2,3,3,3,3
134,6.0,T2,60,F,2,4,1,4,1
135,8.0,T2,60,F,2,3,3,3,3
136,9.0,T2,60,F,2,3,3,3,3
137,9.0,T2,60,F,2,3,3,3,3
138,9.0,T2,60,F,2,5,5,5,5
139,9.0,T2,60,F,2,3,3,3,3
140,9.0,T2,60,F,2,3,3,3,3
141,11.0,T2,60,F,2,3,3,3,3
142,9.0,T3,60,F,2,5,5,5,5
143,12.0,T3,60,F,2,3,3,3,3
144,7.0,T3,60,F,2,5,5,5,5
145,8.0,T3,60,F,2,2,2,2,2
146,9.0,T3,60,F,2,3,3,3,3
147,10.0,T3,60,F,2,5,4,5,4
148,10.0,T3,60,F,2,5,4,5,4
149,8.0,T3,60,F,2,3,3,3,3
150,10.0,T3,60,F,2,2,2,2,2
151,12.0,T3,60,M,2,5,5,5,5
152,10.0,T3,60,M,2,2,1,2,1
153,10.0,T3,60,M,2,5,5,5,5
154,13.0,T3,60,M,2,5,5,5,5
155,11.0,T3,60,M,2,5,5,5,5
156,10.0,T3,60,M,2,5,3,5,3
157,11.0,T3,60,M,2,5,5,5,5
158,12.0,T3,60,M,2,5,5,5,5
159,10.0,T3,60,F,2,5,5,5,5
160,8.0,T3,60,F,2,5,5,5,5
161,,T3,60,F,2,2,2,2,2
162,10.0,T3,60,F,2,3,3,3,3
163,10.0,T3,60,F,2,5,5,5,5
164,7.0,T3,60,F,2,5,5,5,5
165,8.0,T3,60,F,2,5,5,5,5
166,9.0,T3,60,F,2,5,5,5,5
167,7.0,T3,60,F,2,3,3,3,3
168,9.0,T3,60,F,2,5,5,5,5
169,8.0,T3,60,F,2,3,3,3,3
170,9.0,T3,60,F,2,3,3,3,3
171,9.0,T3,60,F,2,3,2,3,2
172,8.0,T3,60,F,2,3,3,3,3
173,10.0,T3,60,F,2,5,5,5,5
174,9.0,T3,60,F,2,5,5,5,5
175,11.0,T5,60,M,2,5,5,5,5
176,13.0,T5,60,M,2,5,5,5,5
177,10.0,T5,60,M,2,5,5,5,5
178,14.0,T5,60,M,2,5,5,5,5
179,12.0,T5,60,M,2,5,5,5,5
180,14.0,T5,60,M,2,5,5,5,5
181,15.0,T5,60,M,2,5,5,5,5
182,13.0,T5,60,M,2,5,5,5,5
183,14.0,T5,60,M,2,5,5,5,5
184,11.0,T5,60,M,2,5,5,5,5
185,12.0,T5,60,M,2,5,5,5,5
186,12.0,T5,60,F,2,5,5,5,5
187,10.0,T5,60,F,2,5,5,5,5
188,11.0,T5,60,F,2,5,5,5,5
189,11.0,T5,60,F,2,5,5,5,5
190,10.0,T5,60,F,2,5,5,5,5
191,12.0,T3,60,M,2,5,5,5,5
192,14.0,T3,60,M,2,5,5,5,5
193,9.0,T3,60,M,2,3,3,3,3
194,11.0,T3,60,M,2,3,3,3,3
195,9.0,T3,60,M,2,5,5,5,5
196,9.0,T3,60,M,2,5,5,5,5
197,9.0,T3,60,M,2,5,5,5,5
198,10.0,T3,60,M,2,5,5,5,5
199,11.0,T3,60,M,2,5,5,5,5
200,8.0,T3,60,M,2,5,5,5,5
201,11.0,T3,60,M,2,5,5,5,5
202,11.0,T3,60,M,2,2,1,2,1
203,8.0,T3,60,M,2,5,5,5,5
204,9.0,T3,60,M,2,5,5,5,5
205,10.0,T3,60,M,2,5,5,5,5
206,11.0,T3,60,M,2,5,5,5,5
207,9.0,T4,60,M,2,5,5,5,5
208,9.0,T4,60,M,2,5,5,5,5
209,12.0,T4,60,M,2,3,3,3,3
210,10.0,T4,60,M,2,3,3,3,3
211,10.0,T4,60,M,2,5,5,5,5
212,10.0,T4,60,M,2,3,2,3,2
213,10.0,T4,60,M,2,5,5,5,5
214,10.0,T4,60,M,2,5,5,5,5
215,10.0,T4,60,M,2,5,5,5,5
216,11.0,T4,60,M,2,2,5,2,5
217,11.0,T4,60,M,2,5,2,5,2
218,11.0,T4,60,M,2,5,5,5,5
219,10.0,T4,60,M,2,3,3,3,3
220,10.0,T4,60,M,2,5,5,5,5
221,12.0,T4,60,M,2,5,5,5,5
222,14.0,T4,60,M,2,3,3,3,3
223,13.0,T4,60,M,2,5,5,5,5
224,11.0,T4,60,M,2,2,2,2,2
225,11.0,T4,60,M,2,3,3,3,3
226,10.0,T4,60,M,2,5,5,5,5
227,11.0,T4,60,M,2,5,5,5,5
228,13.0,T4,60,M,2,5,5,5,5
229,9.0,T4,60,F,2,5,5,5,5
230,11.0,T4,60,F,2,5,5,5,5
231,12.0,T4,60,F,2,5,5,5,5
232,10.0,T4,60,F,2,5,5,5,5
233,14.0,T4,60,F,2,5,5,5,5
234,9.0,T4,60,F,2,5,5,5,5
235,11.0,T4,60,F,2,5,5,5,5
236,10.0,T4,60,F,2,5,5,5,5
237,10.0,T4,60,F,2,5,5,5,5
238,9.0,T4,60,F,2,5,5,5,5
239,10.0,T4,60,F,2,5,5,5,5
240,10.0,T4,60,F,2,5,5,5,5
241,10.0,T4,60,F,2,5,5,5,5
242,13.0,T4,60,F,2,5,5,5,5
243,10.0,T4,60,F,2,5,5,5,5
244,12.0,T4,60,M,2,2,2,2,2
245,11.0,T4,60,F,2,5,5,5,5
246,14.0,T4,60,F,2,2,3,2,3
247,10.0,T4,60,M,2,3,2,3,2
248,11.0,T4,60,M,2,5,3,5,3
249,12.0,T4,60,M,2,3,5,3,5
250,10.0,T4,60,F,2,2,2,2,2
251,12.0,T5,60,F,2,5,5,5,5
252,12.0,T5,60,F,2,5,5,5,5
253,14.0,T5,60,F,2,5,5,5,5
254,14.0,T5,60,F,2,5,5,5,5
255,12.0,T5,60,F,2,5,5,5,5
256,12.0,T5,60,F,2,5,5,5,5
257,13.0,T5,60,F,2,5,5,5,5
258,13.0,T5,60,F,2,5,5,5,5
259,12.0,T5,60,F,2,5,5,5,5
260,11.0,T5,60,F,2,5,5,5,5
261,11.0,T5,60,F,2,5,5,5,5
262,11.0,T5,60,F,2,5,5,5,5
263,11.0,T5,60,F,2,5,5,5,5
264,12.0,T5,60,F,2,5,5,5,5
265,9.0,T5,60,F,2,5,5,5,5
266,9.0,T5,60,F,2,5,5,5,5
267,11.0,T5,60,F,2,5,5,5,5
268,8.0,T2,60,M,1,4,5,4,5
269,8.0,T2,60,M,1,3,5,3,5
270,8.0,T2,60,M,1,3,5,3,5
271,9.0,T2,60,M,1,3,5,3,5
272,8.0,T2,60,M,1,2,5,2,5
273,10.0,T2,60,M,1,2,5,2,5
274,9.0,T2,60,M,1,3,5,3,5
275,9.0,T2,60,M,1,2,4,2,4
276,9.0,T2,60,M,1,3,5,3,5
277,8.0,T2,60,M,1,3,4,3,4
278,8.0,T2,60,M,1,3,3,3,3
279,7.0,T2,60,M,1,3,3,3,3
280,7.0,T2,60,M,1,4,3,4,3
281,10.0,T2,60,M,1,3,3,3,3
282,10.0,T2,60,M,1,4,3,4,3
283,10.0,T2,60,M,1,3,3,3,3
284,10.0,T2,60,M,1,3,4,3,4
285,8.0,T2,60,M,1,3,4,3,4
286,7.0,T2,60,M,1,3,4,3,4
287,9.0,T2,60,M,1,2,3,2,3
288,9.0,T2,60,M,1,3,4,3,4
289,10.0,T2,60,F,1,4,4,4,4
290,6.0,T2,60,F,1,3,3,3,3
291,8.0,T2,60,F,1,3,3,3,3
292,8.0,T2,60,F,1,3,3,3,3
293,9.0,T2,60,F,1,2,5,2,5
294,8.0,T2,60,F,1,3,5,3,5
295,9.0,T2,60,F,1,4,3,4,3
296,9.0,T2,60,F,1,3,3,3,3
297,9.0,T2,60,F,1,2,5,2,5
298,8.0,T2,60,F,1,3,3,3,3
299,8.0,T2,60,F,1,3,4,3,4
300,11.0,T2,60,F,1,3,3,3,3
301,8.0,T2,60,F,1,3,3,3,3
302,7.0,T2,60,F,1,3,4,3,4
303,9.0,T2,60,F,1,3,3,3,3
304,9.0,T2,60,F,1,3,3,3,3
305,7.0,T2,60,F,1,3,4,3,4
306,9.0,T2,60,F,1,2,3,2,3
307,8.0,T2,60,F,1,3,3,3,3
308,8.0,T2,60,F,1,3,3,3,3
309,9.0,T3,60,F,1,4,4,4,4
310,10.0,T3,60,F,1,5,5,5,5
311,7.0,T3,60,F,1,5,5,5,5
312,11.0,T3,60,F,1,5,5,5,5
313,8.0,T3,60,F,1,5,5,5,5
314,11.0,T3,60,F,1,5,5,5,5
315,8.0,T3,60,F,1,5,5,5,5
316,9.0,T3,60,F,1,5,5,5,5
317,9.0,T3,60,F,1,5,5,5,5
318,9.0,T3,60,F,1,5,5,5,5
319,7.0,T3,60,F,1,5,5,5,5
320,9.0,T3,60,F,1,5,5,5,5
321,9.0,T3,60,F,1,5,5,5,5
322,9.0,T3,60,F,1,5,5,5,5
323,9.0,T3,60,F,1,4,5,4,5
324,8.0,T3,60,F,1,5,5,5,5
325,9.0,T3,60,F,1,5,5,5,5
326,9.0,T3,60,F,1,5,5,5,5
327,9.0,T3,60,F,1,4,4,4,4
328,8.0,T3,60,F,1,5,4,5,4
329,10.0,T3,60,F,1,5,5,5,5
330,8.0,T3,60,F,1,5,5,5,5
331,9.0,T3,60,F,1,5,5,5,5
332,7.0,T3,60,F,1,5,5,5,5
333,7.0,T3,60,F,1,5,5,5,5
334,10.0,T3,60,F,1,5,5,5,5
335,7.0,T3,60,F,1,4,4,4,4
336,9.0,T3,60,F,1,5,5,5,5
337,7.0,T3,60,F,1,5,5,5,5
338,7.0,T3,60,F,1,5,5,5,5
339,9.0,T3,60,F,1,5,5,5,5
340,7.0,T3,60,F,1,5,5,5,5
341,11.0,T3,60,F,1,5,4,5,4
342,11.0,T3,60,F,1,5,5,5,5
343,9.0,T3,60,M,1,4,4,4,4
344,9.0,T3,60,M,1,5,5,5,5
345,8.0,T3,60,M,1,5,5,5,5
346,8.0,T3,60,M,1,5,5,5,5
347,8.0,T3,60,M,1,5,5,5,5
348,7.0,T3,60,M,1,5,5,5,5
349,8.0,T3,60,M,1,5,5,5,5
350,10.0,T3,60,M,1,5,5,5,5
351,9.0,T3,60,M,1,5,5,5,5
352,10.0,T3,60,M,1,5,5,5,5
353,11.0,T3,60,M,1,4,4,4,4
354,10.0,T3,60,M,1,5,5,5,5
355,12.0,T3,60,M,1,4,5,4,5
356,8.0,T3,60,M,1,4,5,4,5
357,10.0,T3,60,M,1,4,5,4,5
358,11.0,T3,60,M,1,4,5,4,5
359,11.0,T3,60,M,1,5,5,5,5
360,11.0,T3,60,M,1,4,5,4,5
361,11.0,T3,60,F,1,5,5,5,5
362,11.0,T3,60,F,1,5,5,5,5
363,9.0,T3,60,F,1,5,5,5,5
364,9.0,T3,60,F,1,5,5,5,5
365,11.0,T3,60,F,1,5,5,5,5
366,9.0,T3,60,F,1,4,4,4,4
367,8.0,T3,60,F,1,5,5,5,5
368,9.0,T3,60,F,1,5,5,5,5
369,9.0,T3,60,F,1,5,5,5,5
370,8.0,T3,60,F,1,5,5,5,5
371,9.0,T3,60,M,1,5,4,5,4
372,10.0,T3,60,M,1,5,5,5,5
373,10.0,T3,60,M,1,4,5,4,5
374,12.0,T3,60,M,1,5,5,5,5
375,13.0,T3,60,M,1,5,5,5,5
376,8.0,T3,60,M,1,4,4,4,4
377,8.0,T3,60,M,1,4,5,4,5
378,9.0,T3,60,M,1,5,5,5,5
379,10.0,T3,60,F,1,5,5,5,5
380,11.0,T3,60,M,1,5,5,5,5
381,11.0,T3,60,F,1,4,5,4,5
382,11.0,T3,60,F,1,5,4,5,4
383,13.0,T3,60,M,1,5,5,5,5
384,10.0,T3,60,M,1,5,4,5,4
385,11.0,T3,60,M,1,5,5,5,5
386,13.0,T3,60,M,1,5,5,5,5
387,12.0,T3,60,M,1,5,4,5,4
388,12.0,T3,60,M,1,4,4,4,4
389,10.0,T3,60,M,1,5,5,5,5
390,11.0,T3,60,M,1,5,4,5,4
391,10.0,T3,60,M,1,5,5,5,5
392,10.0,T3,60,M,1,5,5,5,5
393,11.0,T3,60,M,1,5,5,5,5
394,10.0,T3,60,M,1,5,5,5,5
395,8.0,T3,60,M,1,5,4,5,4
396,12.0,T3,60,M,1,5,5,5,5
397,11.0,T3,60,M,1,5,5,5,5
398,9.0,T3,60,M,1,5,4,5,4
399,10.0,T5,40,F,1,5,5,5,5
400,11.0,T5,40,F,1,5,5,5,5
401,10.0,T5,40,F,1,3,5,3,5
